method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,20.70363998413086,17,100017,200017,296256489,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3765764832496643,0.0157051458954811,0.002,0.8383035063743591,0.8388305306434631,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,25.72598433494568,17,100017,200017,296256489,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3771620392799377,0.0125883845612406,0.002,0.8386105895042419,0.8382777571678162,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,30.720754384994507,17,100017,200017,296256489,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3730045258998871,0.0137649979442358,0.002,0.8397161960601807,0.8409802913665771,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,35.61058688163757,17,100017,200017,296256489,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3793309032917022,0.0162527114152908,0.002,0.8372592926025391,0.8382163047790527,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,40.71223211288452,17,100017,200017,296256489,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3757863342761993,0.0142816854640841,0.002,0.840115487575531,0.8393833041191101,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,45.91525435447693,17,100017,200017,296256489,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3776225447654724,0.0135670909658074,0.002,0.8407297134399414,0.8424543738365173,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,51.12536072731018,17,100017,200017,296256489,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.385037362575531,0.030991094186902,0.002,0.8383956551551819,0.8407959938049316,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,18,100018,200018,1572723612,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3538084030151367,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.3015639781951904,18,100018,200018,1572723612,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9398341178894044,0.3538084030151367,0.002,0.7591597437858582,0.7642651200294495,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,4.918810606002808,18,100018,200018,1572723612,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.3923155069351196,0.0185603089630603,0.002,0.8320997357368469,0.8348996043205261,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,9.717665910720823,18,100018,200018,1572723612,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.3820399343967438,0.0256752427667379,0.002,0.8372285962104797,0.8389533758163452,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,14.396883487701416,18,100018,200018,1572723612,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3823005855083465,0.0223832596093416,0.002,0.8347716331481934,0.8372336030006409,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,19.193559408187863,18,100018,200018,1572723612,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3769729137420654,0.0181280970573425,0.002,0.8374128341674805,0.841410219669342,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,24.095394372940063,18,100018,200018,1572723612,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3713928163051605,0.013807576149702,0.002,0.841128945350647,0.8409802913665771,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,28.799198865890503,18,100018,200018,1572723612,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3688376843929291,0.0100853964686393,0.002,0.842510998249054,0.8439285159111023,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,33.71886205673218,18,100018,200018,1572723612,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3662574887275696,0.0104117533192038,0.002,0.8422038555145264,0.8446655869483948,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,38.82189846038818,18,100018,200018,1572723612,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.3711407482624054,0.022127753123641,0.002,0.8414974808692932,0.8422701358795166,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,43.8007333278656,18,100018,200018,1572723612,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3703855276107788,0.0111340228468179,0.002,0.842633843421936,0.8426386713981628,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,48.901301860809326,18,100018,200018,1572723612,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3689937889575958,0.009525210596621,0.002,0.8430637717247009,0.8454025983810425,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,0,0,,8,x0_exact,,,,,,,0.0,19,100019,200019,474133600,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.35962188243865967,0.002,0.24080955982208252,0.23622627556324005,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1,1,,8,x_bar,0.002,0.002,0.001,,0.5,,0.2242279052734375,19,100019,200019,474133600,szo,256,256,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8192,2,2,0.9639117121696472,0.3596218824386596,0.002,0.7525567412376404,0.7576315999031067,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,384,384,,8,x_bar,0.002,0.002,0.001,,0.5,,5.297741174697876,19,100019,200019,474133600,szo,98304,98304,12288,"[12288, 12288, 12288, 12288, 12288, 12288, 12288, 12288]",16384,768,768,0.3929176926612854,0.018499631434679,0.002,0.8313933610916138,0.833732545375824,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,768,768,,8,x_bar,0.002,0.002,0.001,,0.5,,10.020132303237917,19,100019,200019,474133600,szo,196608,196608,24576,"[24576, 24576, 24576, 24576, 24576, 24576, 24576, 24576]",24576,1536,1536,0.379537284374237,0.0356261804699897,0.002,0.8360615372657776,0.8391376733779907,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.5,,15.219274520874023,19,100019,200019,474133600,szo,294912,294912,36864,"[36864, 36864, 36864, 36864, 36864, 36864, 36864, 36864]",32768,2304,2304,0.3744888007640838,0.0186209604144096,0.002,0.8376585245132446,0.8420858383178711,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.5,,20.724069595336918,19,100019,200019,474133600,szo,393216,393216,49152,"[49152, 49152, 49152, 49152, 49152, 49152, 49152, 49152]",40960,3072,3072,0.3746154904365539,0.0238316282629966,0.002,0.8377199769020081,0.8415945172309875,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.5,,25.81554388999939,19,100019,200019,474133600,szo,491520,491520,61440,"[61440, 61440, 61440, 61440, 61440, 61440, 61440, 61440]",49152,3840,3840,0.3793413043022156,0.0266603324562311,0.002,0.8362458348274231,0.840181827545166,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.5,,30.913055896759037,19,100019,200019,474133600,szo,589824,589824,73728,"[73728, 73728, 73728, 73728, 73728, 73728, 73728, 73728]",57344,4608,4608,0.3793462514877319,0.0156788323074579,0.002,0.838518500328064,0.8415945172309875,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.5,,36.12690758705139,19,100019,200019,474133600,szo,688128,688128,86016,"[86016, 86016, 86016, 86016, 86016, 86016, 86016, 86016]",65536,5376,5376,0.3793894946575165,0.0221174024045467,0.002,0.8365836143493652,0.84128737449646,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.5,,41.625200271606445,19,100019,200019,474133600,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",73728,6144,6144,0.377329409122467,0.0186697114259004,0.002,0.8375664353370667,0.8409802913665771,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3456,3456,,8,x_bar,0.002,0.002,0.001,,0.5,,47.10067939758301,19,100019,200019,474133600,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",81920,6912,6912,0.3773475885391235,0.0125615820288658,0.002,0.8410982489585876,0.8409188389778137,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM,DGFM,3840,3840,,8,x_bar,0.002,0.002,0.001,,0.5,,52.503987550735474,19,100019,200019,474133600,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,7680,7680,0.3803063929080963,0.0211004242300987,0.002,0.8395012617111206,0.8413488268852234,DGFM__eta-0p5,"{""eta"": 0.5}",3840,983040,a9a,16.0,real_data_supplement_formal,,,,,,,,,
DGFM+,DGFM+,0,0,,8,x0_exact,,,,,,,0.0,0,100000,200000,310546480,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.36728140711784363,0.002,0.24080955982208252,0.23622627556324005,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM+,DGFM+,1,1,,8,x_bar,0.002,0.002,0.001,,0.2,,0.3802499771118164,0,100000,200000,310546480,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9686449766159058,0.3672814071178436,0.002,0.7592211365699768,0.7638351321220398,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,384,384,,8,x_bar,0.002,0.002,0.001,,0.2,,8.599411487579346,0,100000,200000,310546480,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.4563695192337036,0.039450105279684,0.002,0.785295307636261,0.7898163795471191,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,768,768,,8,x_bar,0.002,0.002,0.001,,0.2,,16.298418283462524,0,100000,200000,310546480,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.4381990432739258,0.0409134067595005,0.002,0.8060256242752075,0.8099011182785034,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.2,,24.68084478378296,0,100000,200000,310546480,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.4156904816627502,0.0279423780739307,0.002,0.8199687004089355,0.8212640285491943,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.2,,32.68334341049194,0,100000,200000,310546480,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.4105523824691772,0.0468442402780056,0.002,0.8257424235343933,0.828327476978302,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.2,,40.80908155441284,0,100000,200000,310546480,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.397118330001831,0.0248347260057926,0.002,0.8300113677978516,0.8344696164131165,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.2,,49.70055055618286,0,100000,200000,310546480,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.3960165381431579,0.0147665347903966,0.002,0.8326525688171387,0.8347153067588806,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.2,,58.29715156555176,0,100000,200000,310546480,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.417451411485672,0.0415429919958114,0.002,0.8269094824790955,0.8305386900901794,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.2,,67.07976770401001,0,100000,200000,310546480,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.4167461097240448,0.0252845305949449,0.002,0.827677309513092,0.8318285346031189,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,3411,3411,,8,x_bar,0.002,0.002,0.001,,0.2,,74.918123960495,0,100000,200000,310546480,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.4067268073558807,0.0295100267976522,0.002,0.8278308510780334,0.8288188576698303,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,0,0,,8,x0_exact,,,,,,,0.0,1,100001,200001,169987917,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3588612377643585,0.002,0.24080955982208252,0.23622627556324005,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM+,DGFM+,1,1,,8,x_bar,0.002,0.002,0.001,,0.2,,0.3891723155975342,1,100001,200001,169987917,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9734202027320862,0.3588612377643585,0.002,0.7591904401779175,0.7637737393379211,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,384,384,,8,x_bar,0.002,0.002,0.001,,0.2,,8.984969854354858,1,100001,200001,169987917,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.4502990543842315,0.0496988147497177,0.002,0.7971499562263489,0.79780113697052,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,768,768,,8,x_bar,0.002,0.002,0.001,,0.2,,17.40061354637146,1,100001,200001,169987917,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.4423298239707947,0.0405071564018726,0.002,0.8089432120323181,0.8106995820999146,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.2,,25.391666173934937,1,100001,200001,169987917,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.4237474501132965,0.0376177467405796,0.002,0.8151776790618896,0.8170874118804932,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.2,,33.30817937850952,1,100001,200001,169987917,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.4216215014457702,0.0292407218366861,0.002,0.8192930221557617,0.8226153254508972,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.2,,42.19974708557129,1,100001,200001,169987917,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.4122143983840942,0.0295441653579473,0.002,0.8214121460914612,0.82292240858078,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.2,,50.59462332725525,1,100001,200001,169987917,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.4195347428321838,0.0309562236070632,0.002,0.820245087146759,0.8232909440994263,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,2688,2688,,8,x_bar,0.002,0.002,0.001,,0.2,,58.72292280197144,1,100001,200001,169987917,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.4229581356048584,0.0237683076411485,0.002,0.8214121460914612,0.8229838609695435,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,3072,3072,,8,x_bar,0.002,0.002,0.001,,0.2,,66.68754005432129,1,100001,200001,169987917,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.4304820895195007,0.0281452126801013,0.002,0.8180338144302368,0.8207727074623108,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,3411,3411,,8,x_bar,0.002,0.002,0.001,,0.2,,73.71608233451843,1,100001,200001,169987917,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.4103215932846069,0.0188945326954126,0.002,0.8254967331886292,0.8253792524337769,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,0,0,,8,x0_exact,,,,,,,0.0,2,100002,200002,393487922,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3538959324359894,0.002,0.24080955982208252,0.23622627556324005,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,,,,,,,,,
DGFM+,DGFM+,1,1,,8,x_bar,0.002,0.002,0.001,,0.2,,0.2769546508789062,2,100002,200002,393487922,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9789238572120668,0.3538959324359894,0.002,0.7592211365699768,0.7637737393379211,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,384,384,,8,x_bar,0.002,0.002,0.001,,0.2,,8.297964334487915,2,100002,200002,393487922,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.4525883197784424,0.0341810509562492,0.002,0.7973649501800537,0.7992752194404602,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,768,768,,8,x_bar,0.002,0.002,0.001,,0.2,,16.38844919204712,2,100002,200002,393487922,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.4293691217899322,0.0476609915494918,0.002,0.8180031180381775,0.82292240858078,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1152,1152,,8,x_bar,0.002,0.002,0.001,,0.2,,24.56824231147766,2,100002,200002,393487922,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.4227949380874634,0.0241552647203207,0.002,0.817266047000885,0.82292240858078,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1536,1536,,8,x_bar,0.002,0.002,0.001,,0.2,,33.58757472038269,2,100002,200002,393487922,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.4219017028808594,0.0230726487934589,0.002,0.8206443190574646,0.8230452537536621,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,1920,1920,,8,x_bar,0.002,0.002,0.001,,0.2,,42.78678226470947,2,100002,200002,393487922,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.4176574945449829,0.0338336564600467,0.002,0.8223641514778137,0.8235980868339539,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
DGFM+,DGFM+,2304,2304,,8,x_bar,0.002,0.002,0.001,,0.2,,51.167325258255005,2,100002,200002,393487922,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.4133694767951965,0.0211283359676599,0.002,0.8241761326789856,0.8286960124969482,DGFMplus__eta-0p2,"{""eta"": 0.2}",3411,983040,a9a,,real_data_supplement_formal,8.0,64.0,24.0,1.0,,,,,
