method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker
ME-DOL-ZO,ME-DOL,1158,1158,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,24.794533491134644,10,100010,200010,1799828623,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.1926518529653549,0.0193876791745424,0.002,0.908181607723236,0.905693531036377,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1542,1542,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,33.082632303237915,10,100010,200010,1799828623,szo,394752,394752,49344,"[49344, 49344, 49344, 49344, 49344, 49344, 49344, 49344]",40960,1542,1542,0.1856599301099777,0.0152501240372657,0.002,0.9142428636550904,0.9124218821525574,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1926,1926,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,41.27494311332703,10,100010,200010,1799828623,szo,493056,493056,61632,"[61632, 61632, 61632, 61632, 61632, 61632, 61632, 61632]",49152,1926,1926,0.1874733865261078,0.0201373156160116,0.002,0.9167033433914183,0.914559245109558,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2310,2310,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,49.20534133911133,10,100010,200010,1799828623,szo,591360,591360,73920,"[73920, 73920, 73920, 73920, 73920, 73920, 73920, 73920]",57344,2310,2310,0.1906589269638061,0.0186694096773862,0.002,0.9186437129974364,0.9159333109855652,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2694,2694,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,57.37250900268555,10,100010,200010,1799828623,szo,689664,689664,86208,"[86208, 86208, 86208, 86208, 86208, 86208, 86208, 86208]",65536,2694,2694,0.1819313913583755,0.0124246748164296,0.002,0.9210041761398317,0.919204831123352,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3078,3078,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,65.48824977874756,10,100010,200010,1799828623,szo,787968,787968,98496,"[98496, 98496, 98496, 98496, 98496, 98496, 98496, 98496]",73728,3078,3078,0.1887870132923126,0.0205692984163761,0.002,0.9219443798065186,0.9192920327186584,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3462,3462,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,73.5966124534607,10,100010,200010,1799828623,szo,886272,886272,110784,"[110784, 110784, 110784, 110784, 110784, 110784, 110784, 110784]",81920,3462,3462,0.1814925223588943,0.0172559693455696,0.002,0.922224462032318,0.9210041165351868,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3840,3840,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,81.97079610824585,10,100010,200010,1799828623,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,3840,3840,0.1820312142372131,0.0197704639285802,0.002,0.9280456304550172,0.9290847182273864,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,0,0,,8,x0_exact,,,,,,,0.0,11,100011,200011,802602146,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3042503297328949,0.002,0.09707941859960556,0.09500441700220108,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,,,,,
ME-DOL-ZO,ME-DOL,6,6,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,0.201456069946289,11,100011,200011,802602146,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.8279416561126709,0.3042503297328949,0.002,0.8972194194793701,0.9044394493103028,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,390,390,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,8.371377229690552,11,100011,200011,802602146,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.1975405067205429,0.0219680555164814,0.002,0.9042408466339112,0.9050828218460084,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,774,774,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,16.284053564071655,11,100011,200011,802602146,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.1956624984741211,0.0203261282294988,0.002,0.9089617729187012,0.9065986275672911,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1158,1158,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,24.29706645011902,11,100011,200011,802602146,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.1878661066293716,0.016245974227786,0.002,0.9127625823020936,0.9096519947052002,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1542,1542,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,32.495394468307495,11,100011,200011,802602146,szo,394752,394752,49344,"[49344, 49344, 49344, 49344, 49344, 49344, 49344, 49344]",40960,1542,1542,0.1855226159095764,0.0137823866680264,0.002,0.9137627482414246,0.9114731550216676,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1926,1926,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,40.69526648521423,11,100011,200011,802602146,szo,493056,493056,61632,"[61632, 61632, 61632, 61632, 61632, 61632, 61632, 61632]",49152,1926,1926,0.1908408999443054,0.0207773465663194,0.002,0.9137027263641356,0.9136759638786316,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2310,2310,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,48.873337507247925,11,100011,200011,802602146,szo,591360,591360,73920,"[73920, 73920, 73920, 73920, 73920, 73920, 73920, 73920]",57344,2310,2310,0.1853911727666854,0.0126060452312231,0.002,0.9170033931732178,0.9155516028404236,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2694,2694,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,57.09151124954224,11,100011,200011,802602146,szo,689664,689664,86208,"[86208, 86208, 86208, 86208, 86208, 86208, 86208, 86208]",65536,2694,2694,0.1870029121637344,0.0140471989288926,0.002,0.920504093170166,0.9153335094451904,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3078,3078,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,65.40069437026978,11,100011,200011,802602146,szo,787968,787968,98496,"[98496, 98496, 98496, 98496, 98496, 98496, 98496, 98496]",73728,3078,3078,0.1843908429145813,0.012527490966022,0.002,0.9212642312049866,0.9165766835212708,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3462,3462,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,73.68553233146667,11,100011,200011,802602146,szo,886272,886272,110784,"[110784, 110784, 110784, 110784, 110784, 110784, 110784, 110784]",81920,3462,3462,0.1806773841381073,0.0182170588523149,0.002,0.9244048595428468,0.9210477471351624,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3840,3840,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,82.00350427627563,11,100011,200011,802602146,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,3840,3840,0.1773884147405624,0.012675093486905,0.002,0.922444462776184,0.9178743958473206,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,0,0,,8,x0_exact,,,,,,,0.0,12,100012,200012,1201764558,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3070741593837738,0.002,0.09707941859960556,0.09500441700220108,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,,,,,
ME-DOL-ZO,ME-DOL,6,6,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,0.2760968208312988,12,100012,200012,1201764558,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.8539538383483887,0.3070741593837738,0.002,0.8967793583869934,0.9042540192604064,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,390,390,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,8.697629451751709,12,100012,200012,1201764558,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.2017746716737747,0.0234260931611061,0.002,0.9036807417869568,0.9050719141960144,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,774,774,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,17.293385982513428,12,100012,200012,1201764558,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.1947720050811767,0.0182714015245437,0.002,0.9066013097763062,0.905344545841217,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1158,1158,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,26.069347143173218,12,100012,200012,1201764558,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.196089431643486,0.020674692466855,0.002,0.90588116645813,0.9045484662055968,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1542,1542,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,34.67978239059448,12,100012,200012,1201764558,szo,394752,394752,49344,"[49344, 49344, 49344, 49344, 49344, 49344, 49344, 49344]",40960,1542,1542,0.1898235827684402,0.0220756810158491,0.002,0.9127625823020936,0.9078745245933532,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1926,1926,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,43.09146666526794,12,100012,200012,1201764558,szo,493056,493056,61632,"[61632, 61632, 61632, 61632, 61632, 61632, 61632, 61632]",49152,1926,1926,0.1842055320739746,0.0135708767920732,0.002,0.9163232445716858,0.9123455286026,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2310,2310,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,51.791658878326416,12,100012,200012,1201764558,szo,591360,591360,73920,"[73920, 73920, 73920, 73920, 73920, 73920, 73920, 73920]",57344,2310,2310,0.186318352818489,0.0132074821740388,0.002,0.9131026268005372,0.9086596369743348,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2694,2694,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,60.493170738220215,12,100012,200012,1201764558,szo,689664,689664,86208,"[86208, 86208, 86208, 86208, 86208, 86208, 86208, 86208]",65536,2694,2694,0.1914135515689849,0.0178677253425121,0.002,0.9158631563186646,0.9111568927764891,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3078,3078,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,68.87765002250671,12,100012,200012,1201764558,szo,787968,787968,98496,"[98496, 98496, 98496, 98496, 98496, 98496, 98496, 98496]",73728,3078,3078,0.1836333274841308,0.0173325221985578,0.002,0.9157231450080872,0.9121274352073668,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3462,3462,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,77.17778587341309,12,100012,200012,1201764558,szo,886272,886272,110784,"[110784, 110784, 110784, 110784, 110784, 110784, 110784, 110784]",81920,3462,3462,0.1811883151531219,0.0134471002966165,0.002,0.922444462776184,0.918637752532959,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3840,3840,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,85.8719208240509,12,100012,200012,1201764558,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,3840,3840,0.1849435269832611,0.0222951490432024,0.002,0.9247449636459352,0.9178962111473083,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,0,0,,8,x0_exact,,,,,,,0.0,13,100013,200013,1365072182,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3017480969429016,0.002,0.09707941859960556,0.09500441700220108,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,,,,,
ME-DOL-ZO,ME-DOL,6,6,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,0.2822511196136474,13,100013,200013,1365072182,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.8159408569335938,0.3017480969429016,0.002,0.9027005434036256,0.9049955606460572,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,390,390,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,9.189961433410645,13,100013,200013,1365072182,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.1982502043247223,0.0263121426105499,0.002,0.9059612154960632,0.9051700830459596,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,774,774,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,18.08869504928589,13,100013,200013,1365072182,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.1974269896745681,0.0211940519511699,0.002,0.9064412713050842,0.9057698249816896,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1158,1158,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,26.47499895095825,13,100013,200013,1365072182,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.1970958858728408,0.0213864184916019,0.002,0.9083016514778136,0.9062387347221376,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1542,1542,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,35.273940086364746,13,100013,200013,1365072182,szo,394752,394752,49344,"[49344, 49344, 49344, 49344, 49344, 49344, 49344, 49344]",40960,1542,1542,0.183416873216629,0.0102138249203562,0.002,0.9182236194610596,0.9139485955238342,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,1926,1926,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,43.89776420593262,13,100013,200013,1365072182,szo,493056,493056,61632,"[61632, 61632, 61632, 61632, 61632, 61632, 61632, 61632]",49152,1926,1926,0.1926702558994293,0.025761142373085,0.002,0.9121824502944946,0.9076781868934632,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2310,2310,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,52.79301476478577,13,100013,200013,1365072182,szo,591360,591360,73920,"[73920, 73920, 73920, 73920, 73920, 73920, 73920, 73920]",57344,2310,2310,0.183798611164093,0.0114444196224212,0.002,0.9218043684959412,0.9170129299163818,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,2694,2694,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,61.87474966049194,13,100013,200013,1365072182,szo,689664,689664,86208,"[86208, 86208, 86208, 86208, 86208, 86208, 86208, 86208]",65536,2694,2694,0.18290576338768,0.0142664890736341,0.002,0.92238450050354,0.9162713885307312,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3078,3078,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,70.47703790664673,13,100013,200013,1365072182,szo,787968,787968,98496,"[98496, 98496, 98496, 98496, 98496, 98496, 98496, 98496]",73728,3078,3078,0.1763647049665451,0.0109362648800015,0.002,0.9246649146080016,0.92201828956604,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3462,3462,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,79.19251370429993,13,100013,200013,1365072182,szo,886272,886272,110784,"[110784, 110784, 110784, 110784, 110784, 110784, 110784, 110784]",81920,3462,3462,0.179637610912323,0.0120124379172921,0.002,0.9257651567459106,0.923664927482605,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,3840,3840,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,87.6865394115448,13,100013,200013,1365072182,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,3840,3840,0.1840864270925521,0.0178558342158794,0.002,0.922184407711029,0.9208296537399292,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,0,0,,8,x0_exact,,,,,,,0.0,14,100014,200014,764163850,szo,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",8192,0,0,1.0,0.3050132095813751,0.002,0.09707941859960556,0.09500441700220108,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,,,,,
ME-DOL-ZO,ME-DOL,6,6,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,0.2262775897979736,14,100014,200014,764163850,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.8588204383850098,0.3050132095813751,0.002,0.9029206037521362,0.9049955606460572,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,390,390,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,8.923924207687378,14,100014,200014,764163850,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.2058931291103363,0.0361688546836376,0.002,0.9034807085990906,0.9051700830459596,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
ME-DOL-ZO,ME-DOL,774,774,,8,epoch_w_bar,0.002,0.002,0.001,,0.3608439182435161,,17.602651596069336,14,100014,200014,764163850,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.1927181482315063,0.0226604864001274,0.002,0.9083216786384584,0.9053009152412416,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,,real_data_supplement_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0
